C_output_neuron_1,C_output_neuron_2,C_output_neuron_3,C_output_neuron_4,C_output_neuron_5,C_output_neuron_6,C_output_neuron_7,C_output_neuron_8,C_output_neuron_9,C_output_neuron_10,C_output_neuron_11,C_output_neuron_12,C_output_neuron_13,C_output_neuron_14
-0.7831742609187778,-0.3262051105578464,0.2935027466586876,-1.0417075899390762,-1.225786377493066,1.0,0.0,0.0,1.0,0.0,-0.9115379137259338,0.6460593627621215,0.9701940375967224,0.02188539964332684
-0.6065037883097086,-0.4400139525098492,0.1981539237561188,-1.3874682079485945,0.1173441537873434,0.0,0.0,1.0,1.0,0.0,-0.9115379137259338,-1.547690595683113,0.9701940375967224,0.21652292492906494
-0.995834965142048,-1.5367173385927853,0.2935027466586876,1.0328561181180322,1.3329866913891986,1.0,0.0,0.0,1.0,0.0,2.5269302632862645,0.6460593627621215,-1.030618578606046,0.24067486541761104
0.1447592812639735,0.501495558183992,0.0074562779509811,-1.3874682079485945,-1.225786377493066,1.0,0.0,0.0,1.0,0.0,0.8076961747801654,-1.547690595683113,-1.030618578606046,-0.10891247099646553
0.6526260722231154,2.0637805704342123,0.3888515695612565,-1.0417075899390762,0.7856886124188569,0.0,0.0,1.0,1.0,0.0,-0.9115379137259338,0.6460593627621215,0.9701940375967224,-0.3652575182686591
-1.6254485496420057,-0.0572023932167489,0.4842003924638253,1.0328561181180322,0.5972987272646187,0.0,0.0,1.0,0.0,1.0,0.8076961747801654,0.6460593627621215,-1.030618578606046,0.8636071034278405
-1.3680120493471477,1.7740853363745688,1.0562933298792383,0.6870955001085142,-1.225786377493066,1.0,0.0,0.0,0.0,1.0,0.8076961747801654,0.6460593627621215,0.9701940375967224,-1.5654089448751
-0.4836587992117194,-2.840345891861181,-0.9460319510747072,-0.35018635392004,0.6179880491332569,0.0,1.0,0.0,1.0,0.0,4.246164351792364,0.6460593627621215,-1.030618578606046,0.3348369867050415
1.4099222667564588,-1.5470635969520583,0.4842003924638253,-0.35018635392004,1.050767744256978,1.0,0.0,0.0,0.0,1.0,0.8076961747801654,-1.547690595683113,0.9701940375967224,-0.4373069791059145
-1.3699860211081427,0.3463016827948973,-1.136729596879845,-1.0417075899390762,0.9314167876611866,1.0,0.0,0.0,0.0,1.0,-0.9115379137259338,0.6460593627621215,0.9701940375967224,-0.49320582195169677
1.06873097871515,-1.267714621251688,-0.7553343052695697,0.3413348820989961,0.4091649425034686,1.0,0.0,0.0,0.0,1.0,0.8076961747801654,-1.547690595683113,-1.030618578606046,-0.34618239047454646
0.642686707370217,-1.5884486303891503,-1.4227760655875517,-0.6959469719295581,-1.225786377493066,0.0,0.0,1.0,0.0,1.0,0.8076961747801654,0.6460593627621215,-1.030618578606046,-0.4121027089113471
-0.815675288927276,-1.8057200559338829,-0.4692878365618631,1.7243773541370684,-1.225786377493066,1.0,0.0,0.0,1.0,0.0,0.8076961747801654,0.6460593627621215,-1.030618578606046,-1.283752864282183
0.0075404414556391,-1.050443195706955,-1.327427242684983,-0.0044257359105219,-1.225786377493066,1.0,0.0,0.0,1.0,0.0,0.8076961747801654,-1.547690595683113,-1.030618578606046,1.5782780788668063
-1.2519230481072123,-0.1606649768094787,-0.3739390136592943,0.6870955001085142,-1.225786377493066,0.0,0.0,1.0,1.0,0.0,0.8076961747801654,0.6460593627621215,0.9701940375967224,-0.5936062831041196
-0.6530033343697713,-0.3572438856356654,0.5795492153663941,-0.6959469719295581,1.0680495526351053,0.0,1.0,0.0,0.0,1.0,0.8076961747801654,-1.547690595683113,0.9701940375967224,-0.6218513896996956
0.6465651448442851,0.0255676736574349,1.819083913099789,-1.3874682079485945,0.8993481464491082,0.0,1.0,0.0,0.0,1.0,-0.9115379137259338,0.6460593627621215,-1.030618578606046,-1.6517432772157898
1.3522739506096488,-1.050443195706955,-1.4227760655875517,1.3786167361275503,-1.225786377493066,0.0,0.0,1.0,1.0,0.0,0.8076961747801654,0.6460593627621215,0.9701940375967224,-1.489881683897373
-0.4091622170485279,-0.6572853780545819,0.5795492153663941,0.3413348820989961,-1.225786377493066,0.0,0.0,1.0,0.0,1.0,-0.9115379137259338,-1.547690595683113,-1.030618578606046,1.0188500784498262
-1.6953716338519056,0.7808445338843626,-1.4227760655875517,0.3413348820989961,-1.225786377493066,1.0,0.0,0.0,1.0,0.0,0.8076961747801654,0.6460593627621215,0.9701940375967224,-0.788833613803411
-1.5747786407066011,0.8429220840400005,0.1981539237561188,1.0328561181180322,-1.225786377493066,1.0,0.0,0.0,0.0,1.0,0.8076961747801654,0.6460593627621215,0.9701940375967224,1.231008928117085
-1.29275090065681,-0.1503187184502057,-0.6599854823670008,1.0328561181180322,-1.225786377493066,0.0,0.0,1.0,1.0,0.0,0.8076961747801654,0.6460593627621215,-1.030618578606046,0.6688382977508192
0.1163313076637259,-1.4539472717186015,-0.0878925449515877,-0.35018635392004,-1.225786377493066,0.0,0.0,1.0,1.0,0.0,-0.9115379137259338,0.6460593627621215,-1.030618578606046,0.3273018400080087
