C_output_neuron_1,C_output_neuron_2,C_output_neuron_3,C_output_neuron_4,C_output_neuron_5,C_output_neuron_6,C_output_neuron_7,C_output_neuron_8,C_output_neuron_9,C_output_neuron_10
-0.7831742609187778,-0.3262051105578464,0.29350274665868764,-1.0417075899390762,-1.225786377493066,1.0,0.0,0.0,1.0,0.0
-0.6065037883097086,-0.4400139525098492,0.19815392375611882,-1.3874682079485943,0.11734415378734346,0.0,0.0,1.0,1.0,0.0
-0.995834965142048,-1.5367173385927853,0.29350274665868764,1.0328561181180322,1.3329866913891986,1.0,0.0,0.0,1.0,0.0
0.1447592812639735,0.501495558183992,0.007456277950981121,-1.3874682079485943,-1.225786377493066,1.0,0.0,0.0,1.0,0.0
0.6526260722231154,2.0637805704342123,0.3888515695612565,-1.0417075899390762,0.7856886124188569,0.0,0.0,1.0,1.0,0.0
-1.6254485496420057,-0.0572023932167489,0.48420039246382535,1.0328561181180322,0.5972987272646187,0.0,0.0,1.0,0.0,1.0
-1.3680120493471477,1.7740853363745688,1.0562933298792385,0.6870955001085142,-1.225786377493066,1.0,0.0,0.0,0.0,1.0
-0.4836587992117194,-2.840345891861181,-0.9460319510747073,-0.35018635392004,0.6179880491332569,0.0,1.0,0.0,1.0,0.0
1.4099222667564588,-1.5470635969520583,0.48420039246382535,-0.35018635392004,1.050767744256978,1.0,0.0,0.0,0.0,1.0
-1.3699860211081427,0.3463016827948973,-1.136729596879845,-1.0417075899390762,0.9314167876611866,1.0,0.0,0.0,0.0,1.0
1.06873097871515,-1.267714621251688,-0.7553343052695697,0.3413348820989961,0.40916494250346863,1.0,0.0,0.0,0.0,1.0
0.642686707370217,-1.5884486303891503,-1.4227760655875517,-0.6959469719295581,-1.225786377493066,0.0,0.0,1.0,0.0,1.0
-0.815675288927276,-1.8057200559338829,-0.4692878365618631,1.7243773541370684,-1.225786377493066,1.0,0.0,0.0,1.0,0.0
0.0075404414556391,-1.050443195706955,-1.3274272426849827,-0.004425735910521958,-1.225786377493066,1.0,0.0,0.0,1.0,0.0
-1.2519230481072123,-0.1606649768094787,-0.3739390136592943,0.6870955001085142,-1.225786377493066,0.0,0.0,1.0,1.0,0.0
-0.6530033343697713,-0.3572438856356654,0.5795492153663941,-0.6959469719295581,1.0680495526351053,0.0,1.0,0.0,0.0,1.0
0.6465651448442851,0.0255676736574349,1.8190839130997891,-1.3874682079485943,0.8993481464491082,0.0,1.0,0.0,0.0,1.0
1.3522739506096488,-1.050443195706955,-1.4227760655875517,1.3786167361275503,-1.225786377493066,0.0,0.0,1.0,1.0,0.0
-0.4091622170485279,-0.6572853780545819,0.5795492153663941,0.3413348820989961,-1.225786377493066,0.0,0.0,1.0,0.0,1.0
-1.6953716338519056,0.7808445338843626,-1.4227760655875517,0.3413348820989961,-1.225786377493066,1.0,0.0,0.0,1.0,0.0
-1.5747786407066011,0.8429220840400005,0.19815392375611882,1.0328561181180322,-1.225786377493066,1.0,0.0,0.0,0.0,1.0
-1.29275090065681,-0.1503187184502057,-0.6599854823670008,1.0328561181180322,-1.225786377493066,0.0,0.0,1.0,1.0,0.0
0.1163313076637259,-1.4539472717186015,-0.08789254495158773,-0.35018635392004,-1.225786377493066,0.0,0.0,1.0,1.0,0.0
0.4837124745621822,0.1911078074058026,0.674898038268963,-0.6959469719295581,-1.225786377493066,1.0,0.0,0.0,0.0,1.0
-0.9160003184984188,2.0223955369971205,-0.08789254495158773,-0.004425735910521958,-1.225786377493066,1.0,0.0,0.0,1.0,0.0
0.6568381387272108,-0.7607479616473117,-1.3274272426849827,-0.6959469719295581,-1.225786377493066,1.0,0.0,0.0,0.0,1.0
0.6377239755485602,1.091232284662552,-0.2785901907567254,-1.0417075899390762,0.9668631334319148,0.0,1.0,0.0,0.0,1.0
0.1366687772858101,-0.8228255118029496,0.48420039246382535,1.3786167361275503,-1.225786377493066,1.0,0.0,0.0,0.0,1.0
0.5248044500938848,-0.7917867367251307,0.3888515695612565,-0.6959469719295581,1.0395230458961369,0.0,1.0,0.0,1.0,0.0
-0.4815458153548795,-2.4782268492866266,-0.9460319510747073,-1.7332288259581123,-0.2690611770400665,1.0,0.0,0.0,0.0,1.0
-1.4104941458372977,-0.61590034461749,0.007456277950981121,-0.6959469719295581,-1.225786377493066,0.0,0.0,1.0,1.0,0.0
0.2170177686840649,-1.2159833294553228,-0.2785901907567254,0.6870955001085142,0.14144515598642987,1.0,0.0,0.0,0.0,1.0
0.8235136416450437,-1.0090581622698631,0.19815392375611882,1.3786167361275503,0.5389110429020536,0.0,1.0,0.0,0.0,1.0
-0.4380628317746475,-1.3504846881258716,0.29350274665868764,0.3413348820989961,-1.225786377493066,0.0,0.0,1.0,1.0,0.0
0.5841626150195851,0.7394595004472706,-0.9460319510747073,1.3786167361275503,-1.225786377493066,0.0,0.0,1.0,1.0,0.0
1.4350278512660173,-1.816066314293156,0.5795492153663941,-1.7332288259581123,0.9259704073365926,1.0,0.0,0.0,1.0,0.0
1.3554712288140776,-1.660872438904061,-0.7553343052695697,-0.6959469719295581,1.102198729080643,0.0,0.0,1.0,0.0,1.0
0.5373989459774174,1.5878526859076552,-0.564636659464432,0.6870955001085142,0.0010050211510654588,0.0,0.0,1.0,0.0,1.0
0.3681795217056259,2.0637805704342123,-0.2785901907567254,0.6870955001085142,-1.225786377493066,1.0,0.0,0.0,0.0,1.0
-1.4620259297669391,-0.7090166698509468,0.19815392375611882,0.3413348820989961,-0.09834398190271762,0.0,1.0,0.0,0.0,1.0
-0.9950564974053177,-1.8471050893709748,0.10280510085354996,-0.35018635392004,-1.225786377493066,0.0,0.0,1.0,0.0,1.0
0.6562403867150783,-1.919528897885885,1.1516421527818073,1.0328561181180322,0.7377939925976194,1.0,0.0,0.0,1.0,0.0
-0.0416281368446424,-0.9780193871920444,2.105130381807496,-1.0417075899390762,0.6560122264576893,1.0,0.0,0.0,1.0,0.0
0.8932282077111766,1.8982404366858443,0.9609445069766696,-1.0417075899390762,0.8799832386283292,1.0,0.0,0.0,1.0,0.0
-0.0941052030260285,0.0979914821723457,2.105130381807496,-0.004425735910521958,1.273213532747381,0.0,0.0,1.0,1.0,0.0
0.8884044879853644,1.2981574518480117,-0.6599854823670008,-0.35018635392004,0.52783029366645,0.0,1.0,0.0,1.0,0.0
-1.232489157108119,1.84650914488948,-1.136729596879845,1.3786167361275503,0.5698919786273436,0.0,1.0,0.0,1.0,0.0
1.1208883170760933,-0.1399724600909327,0.007456277950981121,1.3786167361275503,0.9833407417020845,0.0,1.0,0.0,1.0,0.0
1.0462666240266414,-1.0400969373476825,-0.08789254495158773,-1.0417075899390762,0.4311956663058653,0.0,1.0,0.0,0.0,1.0
1.1250586799514353,1.2981574518480117,-0.18324136785415657,-1.0417075899390762,0.43725104631364725,0.0,1.0,0.0,1.0,0.0
-1.034118896337687,0.491149299824719,0.48420039246382535,1.7243773541370684,0.6390887663141956,0.0,1.0,0.0,0.0,1.0
